Averaging and calculating the power spectrum...
px[91] = 0.002898; pe[91] = 0.000749
px[92] = 0.003121; pe[92] = 0.000996
px[93] = 0.002781; pe[93] = 0.001030
px[94] = 0.002702; pe[94] = 0.001041
px[95] = 0.002507; pe[95] = 0.001095
px[96] = 0.002247; pe[96] = 0.001019
px[97] = 0.002725; pe[97] = 0.001084
px[98] = 0.002284; pe[98] = 0.000992
px[99] = 0.001830; pe[99] = 0.000691
px[100] = 0.001964; pe[100] = 0.000744
px[101] = 0.001900; pe[101] = 0.000816
px[102] = 0.001772; pe[102] = 0.000628
px[103] = 0.001517; pe[103] = 0.000397
px[104] = 0.001769; pe[104] = 0.000646
px[105] = 0.001904; pe[105] = 0.000858
px[106] = 0.001998; pe[106] = 0.000757
px[107] = 0.001916; pe[107] = 0.000591
px[108] = 0.001417; pe[108] = 0.000497
px[109] = 0.001386; pe[109] = 0.000449
px[110] = 0.001486; pe[110] = 0.000410
px[111] = 0.001439; pe[111] = 0.000386
px[112] = 0.001173; pe[112] = 0.000296
px[113] = 0.001097; pe[113] = 0.000313
px[114] = 0.001184; pe[114] = 0.000335
px[115] = 0.001309; pe[115] = 0.000496
px[116] = 0.001341; pe[116] = 0.000415
px[117] = 0.000966; pe[117] = 0.000363
px[118] = 0.000850; pe[118] = 0.000356
px[119] = 0.001040; pe[119] = 0.000395
px[120] = 0.000951; pe[120] = 0.000391
px[121] = 0.001137; pe[121] = 0.000419
px[122] = 0.001208; pe[122] = 0.000458
px[123] = 0.001235; pe[123] = 0.000453
px[124] = 0.000768; pe[124] = 0.000211
px[125] = 0.000896; pe[125] = 0.000289
px[126] = 0.000821; pe[126] = 0.000323
px[127] = 0.000755; pe[127] = 0.000276
px[128] = 0.000789; pe[128] = 0.000272
px[129] = 0.000859; pe[129] = 0.000340
px[130] = 0.000840; pe[130] = 0.000297
px[131] = 0.000625; pe[131] = 0.000202
px[132] = 0.000714; pe[132] = 0.000193
px[133] = 0.000767; pe[133] = 0.000185
px[134] = 0.000676; pe[134] = 0.000213
px[135] = 0.000692; pe[135] = 0.000176
px[136] = 0.000845; pe[136] = 0.000270
px[137] = 0.000833; pe[137] = 0.000364
px[138] = 0.000601; pe[138] = 0.000196
px[139] = 0.000615; pe[139] = 0.000195
px[140] = 0.000557; pe[140] = 0.000122
px[141] = 0.000511; pe[141] = 0.000176
px[142] = 0.000424; pe[142] = 0.000135
px[143] = 0.000640; pe[143] = 0.000227
px[144] = 0.000619; pe[144] = 0.000231
px[145] = 0.000579; pe[145] = 0.000216
px[146] = 0.000569; pe[146] = 0.000247
px[147] = 0.000438; pe[147] = 0.000134
px[148] = 0.000477; pe[148] = 0.000189
px[149] = 0.000452; pe[149] = 0.000117
px[150] = 0.000382; pe[150] = 0.000095
px[151] = 0.000384; pe[151] = 0.000136
px[152] = 0.000377; pe[152] = 0.000094
px[153] = 0.000427; pe[153] = 0.000133
px[154] = 0.000467; pe[154] = 0.000185
px[155] = 0.000433; pe[155] = 0.000184
px[156] = 0.000488; pe[156] = 0.000170
px[157] = 0.000518; pe[157] = 0.000207
px[158] = 0.000409; pe[158] = 0.000128
px[159] = 0.000413; pe[159] = 0.000102
px[160] = 0.000522; pe[160] = 0.000194
px[161] = 0.000493; pe[161] = 0.000214
px[162] = 0.000501; pe[162] = 0.000229
px[163] = 0.000419; pe[163] = 0.000144
px[164] = 0.000412; pe[164] = 0.000147
px[165] = 0.000341; pe[165] = 0.000133
px[166] = 0.000337; pe[166] = 0.000156
px[167] = 0.000327; pe[167] = 0.000139
px[168] = 0.000353; pe[168] = 0.000103
px[169] = 0.000340; pe[169] = 0.000083
px[170] = 0.000370; pe[170] = 0.000158
px[171] = 0.000387; pe[171] = 0.000155
px[172] = 0.000324; pe[172] = 0.000109
px[173] = 0.000302; pe[173] = 0.000088
px[174] = 0.000296; pe[174] = 0.000077
px[175] = 0.000415; pe[175] = 0.000125
px[176] = 0.000365; pe[176] = 0.000134
px[177] = 0.000301; pe[177] = 0.000100
px[178] = 0.000289; pe[178] = 0.000097
px[179] = 0.000371; pe[179] = 0.000126
px[180] = 0.000336; pe[180] = 0.000137
px[181] = 0.000355; pe[181] = 0.000141
px[182] = 0.000324; pe[182] = 0.000114
px[183] = 0.000373; pe[183] = 0.000073
px[184] = 0.000299; pe[184] = 0.000081
px[185] = 0.000264; pe[185] = 0.000094
px[186] = 0.000239; pe[186] = 0.000111
px[187] = 0.000307; pe[187] = 0.000148
px[188] = 0.000312; pe[188] = 0.000125
px[189] = 0.000288; pe[189] = 0.000133
px[190] = 0.000270; pe[190] = 0.000110
px[191] = 0.000254; pe[191] = 0.000070
px[192] = 0.000263; pe[192] = 0.000064
px[193] = 0.000294; pe[193] = 0.000120
px[194] = 0.000286; pe[194] = 0.000112
px[195] = 0.000186; pe[195] = 0.000065
px[196] = 0.000202; pe[196] = 0.000065
px[197] = 0.000301; pe[197] = 0.000074
px[198] = 0.000299; pe[198] = 0.000079
px[199] = 0.000264; pe[199] = 0.000095
px[200] = 0.000296; pe[200] = 0.000104
px[201] = 0.000265; pe[201] = 0.000108
px[202] = 0.000248; pe[202] = 0.000084
px[203] = 0.000248; pe[203] = 0.000075
px[204] = 0.000267; pe[204] = 0.000120
px[205] = 0.000270; pe[205] = 0.000110
px[206] = 0.000226; pe[206] = 0.000074
px[207] = 0.000207; pe[207] = 0.000066
px[208] = 0.000223; pe[208] = 0.000071
px[209] = 0.000211; pe[209] = 0.000056
px[210] = 0.000241; pe[210] = 0.000093
px[211] = 0.000237; pe[211] = 0.000096
px[212] = 0.000228; pe[212] = 0.000067
px[213] = 0.000275; pe[213] = 0.000079
px[214] = 0.000216; pe[214] = 0.000061
px[215] = 0.000205; pe[215] = 0.000058
px[216] = 0.000175; pe[216] = 0.000049
px[217] = 0.000249; pe[217] = 0.000099
px[218] = 0.000287; pe[218] = 0.000125
px[219] = 0.000215; pe[219] = 0.000100
px[220] = 0.000200; pe[220] = 0.000077
px[221] = 0.000197; pe[221] = 0.000071
px[222] = 0.000203; pe[222] = 0.000090
px[223] = 0.000234; pe[223] = 0.000097
px[224] = 0.000261; pe[224] = 0.000073
px[225] = 0.000239; pe[225] = 0.000052
px[226] = 0.000245; pe[226] = 0.000081
px[227] = 0.000287; pe[227] = 0.000078
px[228] = 0.000238; pe[228] = 0.000056
px[229] = 0.000217; pe[229] = 0.000068
px[230] = 0.000239; pe[230] = 0.000078
px[231] = 0.000266; pe[231] = 0.000088
px[232] = 0.000179; pe[232] = 0.000045
px[233] = 0.000211; pe[233] = 0.000085
px[234] = 0.000208; pe[234] = 0.000090
px[235] = 0.000212; pe[235] = 0.000075
px[236] = 0.000268; pe[236] = 0.000084
px[237] = 0.000225; pe[237] = 0.000081
px[238] = 0.000216; pe[238] = 0.000068
px[239] = 0.000209; pe[239] = 0.000077
px[240] = 0.000194; pe[240] = 0.000081
px[241] = 0.000179; pe[241] = 0.000063
px[242] = 0.000162; pe[242] = 0.000052
px[243] = 0.000121; pe[243] = 0.000037
px[244] = 0.000169; pe[244] = 0.000055
px[245] = 0.000184; pe[245] = 0.000060
px[246] = 0.000225; pe[246] = 0.000080
px[247] = 0.000191; pe[247] = 0.000070
px[248] = 0.000207; pe[248] = 0.000082
px[249] = 0.000194; pe[249] = 0.000063
px[250] = 0.000222; pe[250] = 0.000060
px[251] = 0.000196; pe[251] = 0.000063
px[252] = 0.000200; pe[252] = 0.000070
px[253] = 0.000202; pe[253] = 0.000054
px[254] = 0.000211; pe[254] = 0.000086
px[255] = 0.000176; pe[255] = 0.000066
px[256] = 0.000380; pe[256] = 0.000116

px[0] = 0.217238; pe[0] = 0.079849
px[1] = 0.394888; pe[1] = 0.115969
px[2] = 0.321197; pe[2] = 0.088487
px[3] = 0.369759; pe[3] = 0.075411
px[4] = 0.535631; pe[4] = 0.151019
px[5] = 0.502989; pe[5] = 0.147517
px[6] = 0.512717; pe[6] = 0.159809
px[7] = 0.520689; pe[7] = 0.118005
px[8] = 0.480265; pe[8] = 0.096106
px[9] = 0.537686; pe[9] = 0.141827
px[10] = 0.682549; pe[10] = 0.137706
px[11] = 0.831545; pe[11] = 0.209702
px[12] = 0.723879; pe[12] = 0.151437
px[13] = 0.867134; pe[13] = 0.250874
px[14] = 0.834157; pe[14] = 0.189707
px[15] = 1.043444; pe[15] = 0.282503
px[16] = 1.147827; pe[16] = 0.259698
px[17] = 1.525899; pe[17] = 0.468886
px[18] = 1.878731; pe[18] = 0.598155
px[19] = 2.458925; pe[19] = 0.738554
px[20] = 2.877482; pe[20] = 0.921038
px[21] = 3.404477; pe[21] = 0.836926
px[22] = 5.515680; pe[22] = 1.048625
px[23] = 8.481334; pe[23] = 1.947216
px[24] = 13.763103; pe[24] = 3.532660
px[25] = 23.900679; pe[25] = 5.716105
px[26] = 24.654709; pe[26] = 6.556055
px[27] = 13.240957; pe[27] = 4.702614
px[28] = 6.702983; pe[28] = 2.058233
px[29] = 3.689248; pe[29] = 1.031680
px[30] = 2.424486; pe[30] = 0.700815
px[31] = 1.846263; pe[31] = 0.332715
px[32] = 1.189186; pe[32] = 0.259470
px[33] = 1.044577; pe[33] = 0.255322
px[34] = 0.926951; pe[34] = 0.303315
px[35] = 0.603953; pe[35] = 0.191996
px[36] = 0.597819; pe[36] = 0.143678
px[37] = 0.395099; pe[37] = 0.090090
px[38] = 0.308137; pe[38] = 0.059458
px[39] = 0.298132; pe[39] = 0.065211
px[40] = 0.197327; pe[40] = 0.035121
px[41] = 0.166137; pe[41] = 0.032114
px[42] = 0.153718; pe[42] = 0.034084
px[43] = 0.139192; pe[43] = 0.032746
px[44] = 0.121458; pe[44] = 0.032394
px[45] = 0.109154; pe[45] = 0.027719
px[46] = 0.089977; pe[46] = 0.020474
px[47] = 0.083377; pe[47] = 0.018000
px[48] = 0.068750; pe[48] = 0.020461
px[49] = 0.062708; pe[49] = 0.019480
px[50] = 0.064928; pe[50] = 0.013956
px[51] = 0.053705; pe[51] = 0.011749
px[52] = 0.053195; pe[52] = 0.012750
px[53] = 0.051682; pe[53] = 0.010364
px[54] = 0.047308; pe[54] = 0.009778
px[55] = 0.036232; pe[55] = 0.011583
px[56] = 0.029642; pe[56] = 0.008431
px[57] = 0.028645; pe[57] = 0.007291
px[58] = 0.022870; pe[58] = 0.006340
px[59] = 0.027803; pe[59] = 0.008573
px[60] = 0.027627; pe[60] = 0.008640
px[61] = 0.018107; pe[61] = 0.003976
px[62] = 0.017506; pe[62] = 0.003664
px[63] = 0.015227; pe[63] = 0.003176
px[64] = 0.017276; pe[64] = 0.003291
px[65] = 0.015712; pe[65] = 0.004138
px[66] = 0.012546; pe[66] = 0.003581
px[67] = 0.013477; pe[67] = 0.004303
px[68] = 0.013544; pe[68] = 0.003551
px[69] = 0.012323; pe[69] = 0.003052
px[70] = 0.010899; pe[70] = 0.003159
px[71] = 0.009708; pe[71] = 0.003143
px[72] = 0.009775; pe[72] = 0.003204
px[73] = 0.010114; pe[73] = 0.002446
px[74] = 0.009866; pe[74] = 0.002538
px[75] = 0.009832; pe[75] = 0.003443
px[76] = 0.007853; pe[76] = 0.001526
px[77] = 0.008657; pe[77] = 0.001511
px[78] = 0.009556; pe[78] = 0.002164
px[79] = 0.006850; pe[79] = 0.002110
px[80] = 0.007805; pe[80] = 0.002748
px[81] = 0.007988; pe[81] = 0.002532
px[82] = 0.007220; pe[82] = 0.002117
px[83] = 0.006241; pe[83] = 0.001749
px[84] = 0.004752; pe[84] = 0.001450
px[85] = 0.005471; pe[85] = 0.001401
px[86] = 0.006007; pe[86] = 0.001133
px[87] = 0.004626; pe[87] = 0.001179
px[88] = 0.004566; pe[88] = 0.001217
px[89] = 0.004130; pe[89] = 0.000980
px[90] = 0.003535; pe[90] = 0.001006
px[91] = 0.003687; pe[91] = 0.000789
px[92] = 0.003719; pe[92] = 0.000598
px[93] = 0.003609; pe[93] = 0.000828
px[94] = 0.003786; pe[94] = 0.001084
px[95] = 0.003549; pe[95] = 0.001042
px[96] = 0.003142; pe[96] = 0.000895
px[97] = 0.003568; pe[97] = 0.000843
px[98] = 0.002795; pe[98] = 0.000511
px[99] = 0.002665; pe[99] = 0.000835
px[100] = 0.002721; pe[100] = 0.000757
px[101] = 0.002447; pe[101] = 0.000547
px[102] = 0.002301; pe[102] = 0.000528
px[103] = 0.002311; pe[103] = 0.000794
px[104] = 0.002289; pe[104] = 0.000520
px[105] = 0.002366; pe[105] = 0.000463
px[106] = 0.002413; pe[106] = 0.000415
px[107] = 0.002365; pe[107] = 0.000448
px[108] = 0.001889; pe[108] = 0.000472
px[109] = 0.001826; pe[109] = 0.000440
px[110] = 0.001807; pe[110] = 0.000321
px[111] = 0.001800; pe[111] = 0.000361
px[112] = 0.001480; pe[112] = 0.000307
px[113] = 0.001406; pe[113] = 0.000309
px[114] = 0.001604; pe[114] = 0.000421
px[115] = 0.001714; pe[115] = 0.000404
px[116] = 0.001626; pe[116] = 0.000285
px[117] = 0.001411; pe[117] = 0.000444
px[118] = 0.001255; pe[118] = 0.000405
px[119] = 0.001328; pe[119] = 0.000288
px[120] = 0.001263; pe[120] = 0.000311
px[121] = 0.001501; pe[121] = 0.000364
px[122] = 0.001527; pe[122] = 0.000318
px[123] = 0.001471; pe[123] = 0.000236
px[124] = 0.001042; pe[124] = 0.000274
px[125] = 0.001189; pe[125] = 0.000294
px[126] = 0.001109; pe[126] = 0.000288
px[127] = 0.001142; pe[127] = 0.000387
px[128] = 0.000996; pe[128] = 0.000207
px[129] = 0.001100; pe[129] = 0.000241
px[130] = 0.001145; pe[130] = 0.000306
px[131] = 0.000939; pe[131] = 0.000314
px[132] = 0.000918; pe[132] = 0.000203
px[133] = 0.001022; pe[133] = 0.000255
px[134] = 0.000885; pe[134] = 0.000209
px[135] = 0.000872; pe[135] = 0.000180
px[136] = 0.001009; pe[136] = 0.000164
px[137] = 0.001065; pe[137] = 0.000231
px[138] = 0.000863; pe[138] = 0.000262
px[139] = 0.000874; pe[139] = 0.000259
px[140] = 0.000834; pe[140] = 0.000277
px[141] = 0.000756; pe[141] = 0.000245
px[142] = 0.000540; pe[142] = 0.000116
px[143] = 0.000756; pe[143] = 0.000117
px[144] = 0.000780; pe[144] = 0.000161
px[145] = 0.000753; pe[145] = 0.000173
px[146] = 0.000714; pe[146] = 0.000145
px[147] = 0.000629; pe[147] = 0.000191
px[148] = 0.000636; pe[148] = 0.000159
px[149] = 0.000660; pe[149] = 0.000207
px[150] = 0.000533; pe[150] = 0.000151
px[151] = 0.000544; pe[151] = 0.000160
px[152] = 0.000613; pe[152] = 0.000237
px[153] = 0.000594; pe[153] = 0.000167
px[154] = 0.000623; pe[154] = 0.000156
px[155] = 0.000674; pe[155] = 0.000240
px[156] = 0.000656; pe[156] = 0.000168
px[157] = 0.000642; pe[157] = 0.000124
px[158] = 0.000532; pe[158] = 0.000123
px[159] = 0.000512; pe[159] = 0.000099
px[160] = 0.000621; pe[160] = 0.000099
px[161] = 0.000633; pe[161] = 0.000140
px[162] = 0.000622; pe[162] = 0.000121
px[163] = 0.000502; pe[163] = 0.000083
px[164] = 0.000537; pe[164] = 0.000125
px[165] = 0.000438; pe[165] = 0.000097
px[166] = 0.000462; pe[166] = 0.000125
px[167] = 0.000458; pe[167] = 0.000131
px[168] = 0.000496; pe[168] = 0.000143
px[169] = 0.000464; pe[169] = 0.000125
px[170] = 0.000495; pe[170] = 0.000126
px[171] = 0.000547; pe[171] = 0.000160
px[172] = 0.000458; pe[172] = 0.000134
px[173] = 0.000392; pe[173] = 0.000090
px[174] = 0.000390; pe[174] = 0.000093
px[175] = 0.000515; pe[175] = 0.000100
px[176] = 0.000501; pe[176] = 0.000136
px[177] = 0.000401; pe[177] = 0.000100
px[178] = 0.000383; pe[178] = 0.000095
px[179] = 0.000453; pe[179] = 0.000083
px[180] = 0.000457; pe[180] = 0.000120
px[181] = 0.000465; pe[181] = 0.000110
px[182] = 0.000384; pe[182] = 0.000060
px[183] = 0.000428; pe[183] = 0.000055
px[184] = 0.000360; pe[184] = 0.000062
px[185] = 0.000353; pe[185] = 0.000089
px[186] = 0.000318; pe[186] = 0.000079
px[187] = 0.000381; pe[187] = 0.000074
px[188] = 0.000384; pe[188] = 0.000072
px[189] = 0.000351; pe[189] = 0.000062
px[190] = 0.000319; pe[190] = 0.000050
px[191] = 0.000329; pe[191] = 0.000075
px[192] = 0.000354; pe[192] = 0.000091
px[193] = 0.000363; pe[193] = 0.000069
px[194] = 0.000372; pe[194] = 0.000087
px[195] = 0.000253; pe[195] = 0.000067
px[196] = 0.000264; pe[196] = 0.000062
px[197] = 0.000344; pe[197] = 0.000043
px[198] = 0.000380; pe[198] = 0.000081
px[199] = 0.000335; pe[199] = 0.000072
px[200] = 0.000371; pe[200] = 0.000076
px[201] = 0.000336; pe[201] = 0.000071
px[202] = 0.000365; pe[202] = 0.000117
px[203] = 0.000343; pe[203] = 0.000095
px[204] = 0.000349; pe[204] = 0.000083
px[205] = 0.000365; pe[205] = 0.000096
px[206] = 0.000316; pe[206] = 0.000090
px[207] = 0.000283; pe[207] = 0.000076
px[208] = 0.000297; pe[208] = 0.000074
px[209] = 0.000260; pe[209] = 0.000049
px[210] = 0.000281; pe[210] = 0.000039
px[211] = 0.000292; pe[211] = 0.000055
px[212] = 0.000312; pe[212] = 0.000084
px[213] = 0.000353; pe[213] = 0.000078
px[214] = 0.000286; pe[214] = 0.000069
px[215] = 0.000268; pe[215] = 0.000062
px[216] = 0.000244; pe[216] = 0.000069
px[217] = 0.000368; pe[217] = 0.000119
px[218] = 0.000389; pe[218] = 0.000102
px[219] = 0.000319; pe[219] = 0.000103
px[220] = 0.000304; pe[220] = 0.000104
px[221] = 0.000280; pe[221] = 0.000082
px[222] = 0.000248; pe[222] = 0.000045
px[223] = 0.000282; pe[223] = 0.000048
px[224] = 0.000319; pe[224] = 0.000058
px[225] = 0.000277; pe[225] = 0.000038
px[226] = 0.000314; pe[226] = 0.000070
px[227] = 0.000372; pe[227] = 0.000085
px[228] = 0.000307; pe[228] = 0.000069
px[229] = 0.000273; pe[229] = 0.000056
px[230] = 0.000303; pe[230] = 0.000064
px[231] = 0.000343; pe[231] = 0.000076
px[232] = 0.000250; pe[232] = 0.000071
px[233] = 0.000308; pe[233] = 0.000097
px[234] = 0.000271; pe[234] = 0.000064
px[235] = 0.000277; pe[235] = 0.000065
px[236] = 0.000330; pe[236] = 0.000061
px[237] = 0.000274; pe[237] = 0.000048
px[238] = 0.000299; pe[238] = 0.000083
px[239] = 0.000270; pe[239] = 0.000061
px[240] = 0.000260; pe[240] = 0.000067
px[241] = 0.000228; pe[241] = 0.000049
px[242] = 0.000204; pe[242] = 0.000042
px[243] = 0.000196; pe[243] = 0.000075
px[244] = 0.000224; pe[244] = 0.000056
px[245] = 0.000229; pe[245] = 0.000046
px[246] = 0.000289; pe[246] = 0.000065
px[247] = 0.000249; pe[247] = 0.000058
px[248] = 0.000248; pe[248] = 0.000040
px[249] = 0.000242; pe[249] = 0.000048
px[250] = 0.000293; pe[250] = 0.000071
px[251] = 0.000257; pe[251] = 0.000062
px[252] = 0.000260; pe[252] = 0.000060
px[253] = 0.000266; pe[253] = 0.000063
px[254] = 0.000253; pe[254] = 0.000042
px[255] = 0.000220; pe[255] = 0.000045
px[256] = 0.000463; pe[256] = 0.000083

px[0] = 0.272021; pe[0] = 0.054783
px[1] = 0.498125; pe[1] = 0.103238
px[2] = 0.417235; pe[2] = 0.096039
px[3] = 0.540131; pe[3] = 0.170372
px[4] = 0.695080; pe[4] = 0.159449
px[5] = 0.590849; pe[5] = 0.087860
px[6] = 0.606973; pe[6] = 0.094256
px[7] = 0.634617; pe[7] = 0.113927
px[8] = 0.572210; pe[8] = 0.091944
px[9] = 0.700374; pe[9] = 0.162688
px[10] = 0.860558; pe[10] = 0.178009
px[11] = 1.015296; pe[11] = 0.183750
px[12] = 0.921902; pe[12] = 0.198024
px[13] = 1.030827; pe[13] = 0.163692
px[14] = 1.115217; pe[14] = 0.281060
px[15] = 1.333420; pe[15] = 0.289977
px[16] = 1.374752; pe[16] = 0.226925
px[17] = 1.760601; pe[17] = 0.234702
px[18] = 2.142708; pe[18] = 0.263977
px[19] = 2.891117; pe[19] = 0.432192
px[20] = 3.350475; pe[20] = 0.472993
px[21] = 4.136481; pe[21] = 0.732004
px[22] = 6.452908; pe[22] = 0.937228
px[23] = 9.509408; pe[23] = 1.028075
px[24] = 15.918685; pe[24] = 2.155583
px[25] = 28.303852; pe[25] = 4.403172
px[26] = 30.739216; pe[26] = 6.084507
px[27] = 15.901880; pe[27] = 2.660923
px[28] = 8.283110; pe[28] = 1.580127
px[29] = 5.134339; pe[29] = 1.445092
px[30] = 3.043795; pe[30] = 0.619308
px[31] = 2.156583; pe[31] = 0.310320
px[32] = 1.375089; pe[32] = 0.185903
px[33] = 1.188862; pe[33] = 0.144286
px[34] = 1.018639; pe[34] = 0.091688
px[35] = 0.740136; pe[35] = 0.136184
px[36] = 0.733478; pe[36] = 0.135658
px[37] = 0.491533; pe[37] = 0.096433
px[38] = 0.392512; pe[38] = 0.084375
px[39] = 0.362016; pe[39] = 0.063884
px[40] = 0.246253; pe[40] = 0.048926
px[41] = 0.207654; pe[41] = 0.041517
px[42] = 0.197954; pe[42] = 0.044236
px[43] = 0.174225; pe[43] = 0.035033
px[44] = 0.150271; pe[44] = 0.028813
px[45] = 0.127612; pe[45] = 0.018459
px[46] = 0.119754; pe[46] = 0.029777
px[47] = 0.116488; pe[47] = 0.033110
px[48] = 0.084240; pe[48] = 0.015491
px[49] = 0.075461; pe[49] = 0.012754
px[50] = 0.080118; pe[50] = 0.015190
px[51] = 0.064985; pe[51] = 0.011280
px[52] = 0.062985; pe[52] = 0.009790
px[53] = 0.064682; pe[53] = 0.013000
px[54] = 0.054611; pe[54] = 0.007302
px[55] = 0.042392; pe[55] = 0.006160
px[56] = 0.038952; pe[56] = 0.009310
px[57] = 0.038778; pe[57] = 0.010133
px[58] = 0.032462; pe[58] = 0.009592
px[59] = 0.034830; pe[59] = 0.007027
px[60] = 0.034894; pe[60] = 0.007267
px[61] = 0.023142; pe[61] = 0.005036
px[62] = 0.021268; pe[62] = 0.003762
px[63] = 0.021908; pe[63] = 0.006680
px[64] = 0.021942; pe[64] = 0.004666
px[65] = 0.019550; pe[65] = 0.003838
px[66] = 0.015052; pe[66] = 0.002505
px[67] = 0.017156; pe[67] = 0.003679
px[68] = 0.016169; pe[68] = 0.002624
px[69] = 0.016560; pe[69] = 0.004236
px[70] = 0.014956; pe[70] = 0.004057
px[71] = 0.013693; pe[71] = 0.003985
px[72] = 0.013521; pe[72] = 0.003746
px[73] = 0.012911; pe[73] = 0.002797
px[74] = 0.012155; pe[74] = 0.002290
px[75] = 0.011667; pe[75] = 0.001835
px[76] = 0.009776; pe[76] = 0.001923
px[77] = 0.010682; pe[77] = 0.002024
px[78] = 0.010669; pe[78] = 0.001113
px[79] = 0.008701; pe[79] = 0.001851
px[80] = 0.009232; pe[80] = 0.001427
px[81] = 0.009394; pe[81] = 0.001405
px[82] = 0.008535; pe[82] = 0.001316
px[83] = 0.008222; pe[83] = 0.001981
px[84] = 0.006243; pe[84] = 0.001490
px[85] = 0.006248; pe[85] = 0.000777
px[86] = 0.007360; pe[86] = 0.001353
px[87] = 0.005877; pe[87] = 0.001252
px[88] = 0.005464; pe[88] = 0.000898
px[89] = 0.004928; pe[89] = 0.000798
px[90] = 0.004384; pe[90] = 0.000850
px[91] = 0.004601; pe[91] = 0.000915
px[92] = 0.004707; pe[92] = 0.000988
px[93] = 0.004739; pe[93] = 0.001130
px[94] = 0.004601; pe[94] = 0.000815
px[95] = 0.004394; pe[95] = 0.000846
px[96] = 0.004052; pe[96] = 0.000910
px[97] = 0.004467; pe[97] = 0.000899
px[98] = 0.003598; pe[98] = 0.000803
px[99] = 0.003411; pe[99] = 0.000746
px[100] = 0.003251; pe[100] = 0.000531
px[101] = 0.003111; pe[101] = 0.000664
px[102] = 0.003072; pe[102] = 0.000772
px[103] = 0.002981; pe[103] = 0.000670
px[104] = 0.002956; pe[104] = 0.000667
px[105] = 0.002974; pe[105] = 0.000607
px[106] = 0.002997; pe[106] = 0.000584
px[107] = 0.003013; pe[107] = 0.000648
px[108] = 0.002387; pe[108] = 0.000497
px[109] = 0.002323; pe[109] = 0.000497
px[110] = 0.002200; pe[110] = 0.000392
px[111] = 0.002243; pe[111] = 0.000443
px[112] = 0.002104; pe[112] = 0.000624
px[113] = 0.001745; pe[113] = 0.000339
px[114] = 0.001825; pe[114] = 0.000220
px[115] = 0.001988; pe[115] = 0.000274
px[116] = 0.002048; pe[116] = 0.000422
px[117] = 0.001710; pe[117] = 0.000300
px[118] = 0.001571; pe[118] = 0.000316
px[119] = 0.001831; pe[119] = 0.000503
px[120] = 0.001688; pe[120] = 0.000425
px[121] = 0.001794; pe[121] = 0.000293
px[122] = 0.001762; pe[122] = 0.000235
px[123] = 0.001851; pe[123] = 0.000380
px[124] = 0.001517; pe[124] = 0.000475
px[125] = 0.001501; pe[125] = 0.000312
px[126] = 0.001452; pe[126] = 0.000343
px[127] = 0.001476; pe[127] = 0.000334
px[128] = 0.001349; pe[128] = 0.000354
px[129] = 0.001472; pe[129] = 0.000372
px[130] = 0.001478; pe[130] = 0.000333
px[131] = 0.001192; pe[131] = 0.000253
px[132] = 0.001241; pe[132] = 0.000323
px[133] = 0.001334; pe[133] = 0.000312
px[134] = 0.001320; pe[134] = 0.000435
px[135] = 0.001303; pe[135] = 0.000432
px[136] = 0.001265; pe[136] = 0.000256
px[137] = 0.001254; pe[137] = 0.000190
px[138] = 0.001052; pe[138] = 0.000189
px[139] = 0.001121; pe[139] = 0.000247
px[140] = 0.001033; pe[140] = 0.000199
px[141] = 0.000912; pe[141] = 0.000156
px[142] = 0.000715; pe[142] = 0.000175
px[143] = 0.000888; pe[143] = 0.000131
px[144] = 0.000891; pe[144] = 0.000111
px[145] = 0.000917; pe[145] = 0.000164
px[146] = 0.000918; pe[146] = 0.000204
px[147] = 0.000852; pe[147] = 0.000223
px[148] = 0.000797; pe[148] = 0.000160
px[149] = 0.000826; pe[149] = 0.000166
px[150] = 0.000658; pe[150] = 0.000124
px[151] = 0.000771; pe[151] = 0.000227
px[152] = 0.000863; pe[152] = 0.000250
px[153] = 0.000737; pe[153] = 0.000143
